person_age,person_gender,person_income,person_emp_exp,person_home_1ership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,class
28,0,56459,5,0,14125,11.01,0.25,5,666,1,0
33,0,120770,11,2,25000,10.39,0.21,8,687,1,0
29,0,48949,4,0,14150,12.69,0.29,7,699,0,1
35,0,120845,12,2,12000,15.76,0.1,6,674,0,0
34,1,37385,8,1,8875,14.27,0.24,8,664,0,0
29,1,121246,7,2,15000,12.04,0.12,5,608,1,0
27,1,121204,5,2,12000,9.96,0.1,10,651,1,0
27,0,121185,4,2,5000,8.07,0.04,10,618,1,0
33,0,106827,11,2,15000,15.88,0.14,8,521,0,1
32,0,37319,9,0,14300,13.49,0.38,8,711,0,1
27,1,36844,4,0,14300,10.39,0.39,6,588,0,1
27,0,121502,6,2,15000,14.65,0.12,6,558,0,0
30,0,39176,8,0,14400,10.75,0.37,7,700,0,1
35,0,121797,14,2,25000,10.59,0.21,8,542,1,0
30,1,122094,7,2,22000,12.42,0.18,7,626,0,0
29,1,44205,10,0,14400,10.62,0.33,6,651,0,1
35,1,121751,12,2,2800,12.87,0.02,5,673,1,0
27,0,107543,7,2,20000,11.99,0.19,6,616,0,1
28,1,122111,6,2,5000,9.91,0.04,5,554,1,0
32,1,122218,4,2,8000,11.49,0.07,5,590,0,0
32,1,122116,7,2,3375,14.79,0.03,8,609,1,0
33,0,122348,12,2,5000,7.49,0.04,7,556,1,0
31,0,122129,9,2,18000,8.49,0.15,6,710,0,0
31,0,46769,6,0,14400,8.94,0.31,7,563,0,1
29,0,122238,3,1,12000,12.18,0.1,8,672,0,0
30,0,52835,7,0,14400,6.99,0.27,10,645,0,1
32,1,37149,11,1,17875,6.99,0.48,5,655,0,0
28,0,121835,6,2,15000,8.94,0.12,9,674,0,0
27,1,122302,2,2,20000,11.01,0.16,8,494,1,0
31,1,121973,8,2,12000,9.63,0.1,7,535,0,0
28,1,121979,4,2,6000,8.32,0.05,9,644,1,0
27,1,122069,6,2,11025,7.9,0.09,5,508,1,0
27,0,122602,6,2,12000,11.01,0.1,9,623,1,0
31,1,122194,8,2,17000,11.01,0.14,8,516,1,0
29,0,36878,5,1,4000,7.49,0.11,5,687,1,0
27,0,92228,6,1,18000,17.26,0.2,8,586,0,1
35,1,122521,11,2,4500,9.32,0.04,5,609,1,0
31,1,122680,6,2,15000,12.87,0.12,8,644,0,0
29,0,54464,5,0,14400,13.61,0.26,10,695,0,1
29,0,55069,5,0,14400,7.29,0.26,9,638,0,1
30,0,109171,7,2,4800,8.9,0.04,5,615,0,1
30,1,123107,5,2,15000,15.62,0.12,8,701,1,0
33,0,123387,12,2,8700,12.99,0.07,9,579,1,0
27,0,123182,5,2,16000,11.99,0.13,5,632,1,0
28,0,123442,6,2,10000,5.99,0.08,10,668,1,0
27,0,123516,3,2,6000,7.49,0.05,9,633,0,0
33,0,70817,11,0,14400,9.91,0.2,5,537,1,0
33,0,123552,8,2,35000,11.01,0.28,8,565,0,0
30,1,123590,7,2,12250,7.66,0.1,8,548,1,0
31,1,123095,8,2,4000,7.88,0.03,10,553,1,0
29,1,123553,9,2,6000,7.88,0.05,9,664,1,0
31,0,123240,7,2,14400,11.01,0.12,6,608,0,0
28,1,78989,3,0,14400,11.14,0.18,5,571,1,0
28,1,123155,7,2,10000,12.18,0.08,7,669,1,0
34,1,82645,16,0,14400,8.59,0.17,5,685,1,0
27,1,123655,6,2,7200,11.26,0.06,8,635,0,0
27,0,123320,5,2,15000,12.84,0.12,7,669,1,0
27,0,123365,4,2,10000,9.63,0.08,9,710,0,0
29,0,123274,9,1,18000,9.33,0.15,7,696,0,0
28,0,123259,2,2,15000,13.92,0.12,8,635,0,0
33,0,124084,12,2,11000,11.14,0.09,8,589,1,0
28,1,89178,2,0,14400,12.98,0.16,6,603,1,0
27,1,123590,3,2,25000,15.57,0.2,10,701,0,0
30,0,123810,7,2,25000,12.18,0.2,7,637,0,0
27,0,124041,5,2,8000,10.59,0.06,6,629,1,0
27,0,124211,4,2,9000,11.49,0.07,6,549,1,0
28,0,124130,4,2,6000,5.79,0.05,8,582,1,0
30,0,124284,9,2,1500,7.9,0.01,5,625,1,0
27,0,90722,4,0,14400,11.36,0.16,7,601,0,0
31,0,124349,6,1,10000,7.9,0.08,10,563,1,0
33,1,124391,9,2,6000,11.01,0.05,8,695,1,0
31,1,124390,8,2,14000,9.91,0.11,7,628,1,0
33,0,124665,11,2,24000,7.49,0.19,10,542,0,0
32,1,124242,8,2,6000,7.49,0.05,8,713,1,0
30,1,124525,5,2,6400,7.49,0.05,9,615,1,0
28,0,124575,4,2,5000,5.42,0.04,5,636,0,0
34,1,124534,10,2,3525,5.42,0.03,8,626,1,0
29,1,124608,5,2,4500,7.29,0.04,6,606,1,0
27,0,124311,5,2,8800,7.29,0.07,8,617,1,0
28,0,124557,4,2,10000,7.51,0.08,10,578,1,0
30,1,96798,11,0,14400,13.49,0.15,6,686,1,0
34,1,124873,10,2,16000,10.62,0.13,7,687,0,0
32,0,101522,6,0,14400,11.99,0.14,6,655,0,0
31,1,124574,9,2,15000,11.01,0.12,6,543,1,0
29,1,124568,4,2,7000,11.01,0.06,9,639,1,0
28,0,124922,6,2,9000,9.88,0.07,6,677,0,0
27,0,102886,8,0,14400,8.49,0.14,10,676,0,0
34,1,124751,14,2,15000,11.01,0.12,8,599,0,0
30,0,125112,11,2,24150,14.61,0.19,9,582,0,0
28,1,102880,4,0,14400,9.07,0.14,8,699,1,0
28,0,125587,8,2,10000,14.27,0.08,8,692,0,0
28,1,125588,4,2,18000,10.99,0.14,7,588,0,0
33,1,125642,9,2,16000,11.01,0.13,9,681,1,0
27,0,125764,6,2,10000,10.65,0.08,9,723,0,0
29,0,125614,6,2,35000,7.49,0.28,8,613,1,0
27,0,126124,4,1,35000,11.01,0.28,10,586,1,0
30,1,116245,4,0,14400,11.01,0.12,8,627,1,0
27,1,125838,3,1,35000,17.99,0.28,6,646,1,0
29,0,126079,5,2,18000,7.66,0.14,7,559,1,0
33,1,125780,11,2,3500,10.74,0.03,6,674,1,0
29,1,37183,5,1,10000,6.17,0.27,5,588,1,0
32,0,121005,10,0,14400,13.35,0.12,7,656,1,0
28,0,120789,8,0,14400,13.85,0.12,9,603,1,0
28,0,125634,5,2,20000,11.01,0.16,9,666,0,0
28,1,111537,7,2,7750,14.22,0.07,6,691,0,1
30,0,60983,5,0,14475,11.01,0.24,6,667,1,0
32,0,35391,10,0,14500,16.7,0.41,10,669,0,1
32,0,125953,9,2,17000,14.82,0.13,7,659,1,0
27,1,126666,4,2,6000,7.4,0.05,8,597,1,0
30,0,37066,7,0,14500,11.01,0.39,8,690,0,1
30,1,126944,5,2,26000,7.51,0.2,10,636,0,0
34,1,38079,10,0,14500,7.88,0.38,10,597,0,1
32,0,126760,10,2,5000,14.65,0.04,9,525,1,0
27,0,127309,6,2,28000,11.01,0.22,7,622,0,0
33,0,127154,10,2,26375,9.91,0.21,9,587,1,0
29,0,127034,5,2,12000,6.62,0.09,7,602,1,0
35,0,39389,11,0,14500,6.17,0.37,9,665,0,1
27,1,43052,5,0,14500,13.98,0.34,8,675,0,1
30,1,126967,9,2,10000,5.99,0.08,8,604,1,0
34,1,126905,13,2,12000,6.99,0.09,5,620,1,0
28,0,37103,1,0,14500,11.14,0.39,8,608,0,1
29,0,126834,6,2,3000,5.99,0.02,6,581,1,0
30,0,49871,6,0,14500,13.23,0.29,10,682,0,1
35,0,127036,12,2,10000,11.01,0.08,10,619,0,0
30,0,126990,5,2,7725,11.01,0.06,9,637,0,0
32,0,126981,9,2,12100,5.99,0.1,6,649,0,0
27,1,127310,6,2,11000,7.49,0.09,5,688,1,0
28,1,127302,10,2,7000,11.01,0.05,10,664,1,0
35,1,127331,11,2,3000,10.37,0.02,7,681,1,0
32,1,95895,7,2,24000,18.62,0.25,8,555,0,1
34,0,126702,12,2,5000,5.42,0.04,7,620,1,0
28,1,127264,7,2,12000,9.63,0.09,10,615,0,0
27,0,126879,5,2,25000,12.23,0.2,5,678,0,0
28,1,127153,7,2,24000,11.01,0.19,6,601,1,0
29,1,127105,6,2,20000,6.91,0.16,8,511,1,0
31,0,37221,10,1,2950,10.75,0.08,7,690,0,0
27,0,126814,6,2,24000,6.17,0.19,6,638,0,0
32,0,127084,11,2,20000,6.54,0.16,9,611,1,0
27,0,36717,9,1,1800,14.84,0.05,5,694,0,0
33,0,95687,8,2,12750,15.95,0.13,10,709,0,1
34,0,127015,12,2,10000,7.51,0.08,7,587,1,0
30,1,126891,7,2,6000,14.72,0.05,10,652,0,0
28,0,126664,8,2,25000,11.12,0.2,9,637,1,0
29,0,126842,5,2,12000,7.88,0.09,7,593,1,0
31,1,37367,8,1,2500,11.36,0.07,9,651,1,0
29,1,127261,7,2,17000,10.25,0.13,10,588,1,0
27,1,92440,5,0,14500,12.73,0.16,10,572,0,0
30,1,126957,5,1,15400,11.36,0.12,10,581,1,0
30,0,127204,10,2,12000,7.88,0.09,6,636,1,0
30,1,126941,8,2,13000,10.25,0.1,9,624,1,0
28,1,92294,7,0,14500,12.61,0.16,7,687,0,1
30,0,126985,7,2,20000,11.83,0.16,5,599,1,0
33,0,109143,13,0,14500,14.65,0.13,9,666,1,0
33,1,126836,11,2,7000,7.74,0.06,10,627,0,0
30,1,36791,8,1,8000,15.7,0.22,10,614,0,0
27,0,126657,6,2,20000,11.48,0.16,6,659,1,0
31,0,36906,7,1,10000,7.88,0.27,5,626,0,0
29,1,126739,3,2,5000,12.53,0.04,9,503,1,0
28,0,126784,6,2,19000,12.21,0.15,6,663,0,0
29,0,126764,6,2,15000,14.42,0.12,5,537,1,0
33,1,126675,10,2,5150,12.41,0.04,9,696,1,0
31,0,49613,9,0,14600,11.01,0.29,5,689,0,1
27,1,127818,8,2,10000,7.29,0.08,6,663,1,0
31,0,113267,9,2,24000,16.08,0.21,6,689,0,1
29,1,113686,4,2,8400,11.01,0.07,10,666,0,1
28,0,35460,7,0,15000,14.65,0.42,8,583,0,1
29,0,128323,1,2,19400,11.01,0.15,6,627,1,0
27,1,128291,5,2,4000,11.71,0.03,6,505,1,0
35,1,128173,14,2,15000,15.96,0.12,8,685,0,0
33,1,128066,10,2,6000,8.49,0.05,8,659,1,0
34,1,128284,12,2,7200,7.29,0.06,8,626,1,0
32,1,127918,13,2,12000,5.79,0.09,8,591,1,0
31,1,128198,8,2,2400,9.63,0.02,6,680,1,0
27,1,128150,4,2,24000,13.8,0.19,10,604,0,0
30,1,128197,6,2,10000,11.01,0.08,9,671,1,0
28,1,35772,10,0,15000,13.48,0.42,8,580,0,1
31,0,128116,8,2,15000,7.88,0.12,7,527,1,0
31,0,37309,11,0,15000,10,0.4,6,646,0,1
32,0,128267,11,2,10000,11.01,0.08,7,719,0,0
34,1,127817,14,2,9000,7.88,0.07,6,668,0,0
31,1,128094,5,2,6000,10.99,0.05,7,665,1,0
27,0,128602,3,1,16000,14.96,0.12,9,657,1,0
28,0,38315,5,0,15000,11.83,0.39,9,656,0,1
32,0,128271,9,2,20000,11.01,0.16,5,615,0,0
29,1,128417,7,2,6000,11.01,0.05,7,647,1,0
28,0,129079,4,2,13125,7.66,0.1,7,541,1,0
31,1,36589,8,1,5000,12.53,0.14,6,605,1,0
35,0,128896,14,2,8325,6.99,0.06,10,643,1,0
29,0,128816,8,2,18000,6.17,0.14,9,692,1,0
35,0,128922,13,2,14550,11.01,0.11,10,632,1,0
35,0,129022,12,2,8000,6.92,0.06,9,636,0,0
27,0,39395,6,0,15000,11.01,0.38,7,636,0,1
30,1,39046,9,0,15000,12.42,0.38,5,689,0,1
27,0,129203,4,2,35000,9.63,0.27,7,680,0,0
29,0,129398,4,2,25000,10.99,0.19,5,638,1,0
28,1,40406,10,0,15000,11.01,0.37,9,563,0,1
30,1,129439,7,2,5000,11.01,0.04,7,635,0,0
27,0,40801,7,0,15000,6.91,0.37,5,688,0,1
27,1,129665,4,2,10800,9.63,0.08,5,640,1,0
30,0,129544,8,2,2500,10.78,0.02,6,669,0,0
27,0,129303,4,2,11500,8.38,0.09,10,583,1,0
32,0,129478,9,2,4200,11.71,0.03,8,621,1,0
30,1,129678,7,2,12000,13.79,0.09,10,642,1,0
29,1,40953,8,0,2000,11.71,0.05,9,676,1,0
29,1,129412,6,2,10000,11.01,0.08,10,658,1,0
28,1,129649,3,2,8000,6.76,0.06,9,648,0,0
32,0,129825,10,1,25000,15.21,0.19,10,671,1,0
32,0,130544,11,1,5200,14.65,0.04,8,649,1,0
29,1,41816,9,0,2000,14.72,0.05,7,708,1,0
31,1,116437,9,2,25000,11.01,0.21,5,676,0,1
32,0,130586,8,2,12000,11.49,0.09,10,655,1,0
27,1,130454,5,2,21600,11.01,0.17,10,665,1,0
28,0,130059,7,2,27400,10.99,0.21,7,620,1,0
29,0,42959,10,0,2000,9.63,0.05,8,663,0,0
30,0,130695,8,2,5000,10.99,0.04,5,621,0,0
33,0,130787,10,2,11500,9.99,0.09,7,602,1,0
27,0,116276,5,2,3000,14.17,0.03,9,603,0,1
27,0,43080,2,0,2000,10.99,0.05,10,667,1,0
28,0,130693,3,2,10000,10.74,0.08,6,546,1,0
27,1,130888,4,2,13750,5.79,0.11,5,702,0,0
34,0,130310,10,2,10000,6.91,0.08,6,626,0,0
27,1,130728,3,2,10000,6.54,0.08,8,635,1,0
33,1,130688,13,2,7200,14.35,0.06,6,664,0,0
29,1,131096,9,2,3500,6.76,0.03,5,611,0,0
27,1,43670,0,0,2000,11.99,0.05,8,604,1,0
28,1,130612,5,2,5000,12.87,0.04,9,673,1,0
35,1,45511,12,0,2000,11.26,0.04,10,623,1,0
32,0,130811,9,2,20000,12.53,0.15,10,708,0,0
29,1,130856,6,2,11400,9.32,0.09,5,547,1,0
29,0,46716,6,0,2000,12.87,0.04,9,642,1,0
33,0,116613,10,2,15000,14.62,0.13,10,681,0,1
29,0,130517,8,2,20000,10.59,0.15,7,692,0,0
28,0,130401,6,2,5600,13.98,0.04,7,692,0,0
32,0,130853,6,2,9600,13.79,0.07,6,618,1,0
35,1,131309,13,2,16000,6.99,0.12,5,698,0,0
27,0,131309,5,2,17600,7.88,0.13,8,660,1,0
29,1,131655,3,2,22000,11.01,0.17,5,648,1,0
27,1,47842,6,0,2000,16.07,0.04,7,655,0,0
27,1,131819,6,2,3950,6.03,0.03,7,688,0,0
33,0,131792,11,2,15000,11.49,0.11,5,691,1,0
34,0,131650,11,1,15000,13.61,0.11,7,733,0,0
33,1,131871,15,2,18400,12.41,0.14,8,715,0,0
29,0,99969,9,2,7500,14.5,0.08,9,691,0,1
27,0,117390,2,2,8275,10.59,0.07,5,609,0,1
34,1,131915,11,2,6000,12.23,0.05,9,700,0,0
28,0,131497,10,2,8000,11.12,0.06,6,561,1,0
32,0,132315,9,2,12000,12.09,0.09,8,559,1,0
32,0,35794,11,1,2000,8.49,0.06,8,719,1,0
34,0,133098,10,2,10000,10.99,0.08,8,598,1,0
27,0,48386,8,0,2000,7.9,0.04,6,592,1,0
27,0,132853,4,2,3600,6.03,0.03,5,645,1,0
28,1,41028,3,0,15000,11.01,0.37,6,641,0,1
29,0,133156,7,2,5000,9.91,0.04,9,630,1,0
35,0,133018,13,2,9000,11.71,0.07,9,597,0,0
27,0,133399,2,2,16000,7.9,0.12,7,649,1,0
27,1,41483,6,0,15000,5.79,0.36,8,670,0,1
28,0,132915,5,2,6000,6.03,0.05,5,653,1,0
28,0,132896,5,2,6000,10.65,0.05,8,661,0,0
34,1,132848,10,1,20000,11.01,0.15,9,669,0,0
27,0,50035,3,0,2000,7.49,0.04,9,660,1,0
27,0,49956,0,0,2000,15.27,0.04,7,645,1,0
33,1,51429,8,0,2000,14.65,0.04,10,678,0,0
28,0,132566,4,2,17000,6.03,0.13,7,617,1,0
30,0,133125,8,2,10000,10.65,0.08,8,686,1,0
28,1,132898,6,2,22400,11.01,0.17,6,573,0,0
30,1,132908,10,2,5000,11.01,0.04,10,583,1,0
35,1,133107,13,2,10200,5.42,0.08,6,630,0,0
28,1,51656,1,0,2000,11.49,0.04,5,639,1,0
32,0,132618,12,2,10000,10.99,0.08,9,625,1,0
33,0,51324,8,0,2000,11.01,0.04,9,642,1,0
30,0,118646,6,2,9000,11.49,0.08,5,543,0,1
30,0,118761,9,2,35000,10.59,0.29,8,616,0,1
30,0,133167,5,2,4800,5.99,0.04,5,673,1,0
30,1,118543,4,2,5200,16.49,0.04,6,611,0,1
31,0,132960,11,2,6000,11.99,0.05,7,696,1,0
29,0,119014,3,2,7925,10.59,0.07,9,647,0,1
27,0,132944,7,2,15000,11.01,0.11,10,653,0,0
33,0,132988,10,2,18000,6.99,0.14,9,565,1,0
30,0,53656,9,0,2000,7.29,0.04,8,601,1,0
31,1,100867,7,2,10000,11.01,0.1,5,654,0,1
30,0,133027,8,2,12000,10.74,0.09,8,681,1,0
34,1,132955,11,2,10000,7.29,0.08,10,537,0,0
27,0,133145,1,2,30000,11.11,0.23,6,546,1,0
32,0,132749,12,2,5600,10.74,0.04,7,576,1,0
27,1,35282,2,1,13000,6.92,0.37,10,691,1,0
32,0,133097,7,2,6700,6.92,0.05,7,599,1,0
30,0,133049,8,2,6000,6.92,0.05,8,580,1,0
28,0,133030,7,1,5000,17.51,0.04,10,598,0,0
27,0,132826,4,2,10000,10.37,0.08,9,645,0,0
28,1,132947,8,2,11000,5.79,0.08,7,679,1,0
28,0,133082,4,2,15000,10,0.11,10,545,1,0
29,0,132933,10,2,12000,10.37,0.09,10,607,1,0
30,0,132977,6,2,12000,10.74,0.09,8,696,0,0
30,0,132743,5,2,25000,10.36,0.19,8,647,0,0
30,0,56278,8,0,2000,6.99,0.04,8,641,1,0
28,0,132911,9,2,15000,6.54,0.11,6,647,1,0
33,1,56817,8,0,2000,14.65,0.04,6,682,1,0
32,1,132994,12,2,9200,5.79,0.07,10,634,1,0
27,1,132892,3,2,25000,11.01,0.19,6,591,1,0
29,1,57692,7,0,2000,9.99,0.03,6,652,0,0
33,1,133111,7,2,5000,7.51,0.04,7,594,1,0
27,0,132910,6,1,25000,16.32,0.19,7,544,1,0
30,1,133071,7,2,25000,11.12,0.19,9,678,0,0
28,0,132925,6,2,3500,11.49,0.03,10,648,1,0
31,1,58300,9,0,2000,10.65,0.03,6,718,0,0
32,0,51255,10,0,2000,15.62,0.04,6,551,0,1
29,1,132817,11,2,12800,16.82,0.1,6,576,1,0
28,0,133277,4,2,10750,11.86,0.08,9,629,1,0
30,1,133139,6,2,12000,13.61,0.09,10,713,0,0
28,0,133452,1,2,4800,7.51,0.04,9,675,0,0
28,1,51745,7,0,2000,14.96,0.04,6,547,0,1
28,0,58445,7,0,2000,7.68,0.03,7,624,1,0
29,0,133055,11,2,8500,7.51,0.06,10,658,1,0
35,1,132966,9,2,6000,11.01,0.05,6,604,0,0
27,1,100928,5,2,12000,15.21,0.12,6,655,0,1
27,1,58859,4,0,2000,7.66,0.03,9,693,0,0
27,0,61053,5,0,2000,10.99,0.03,5,648,1,0
30,0,61383,11,0,2000,14.79,0.03,10,688,0,0
27,0,53894,0,0,2000,11.49,0.04,10,637,0,1
33,1,133147,13,2,23800,10.25,0.18,5,650,0,0
34,1,60652,10,0,2000,11.48,0.03,5,634,0,0
32,0,133102,6,2,23000,11.48,0.17,9,668,1,0
35,0,133155,12,2,10000,8.59,0.08,6,682,0,0
31,0,132980,10,2,5000,14.26,0.04,10,597,1,0
30,0,132936,6,1,12000,13.57,0.09,7,653,1,0
32,0,133133,9,1,9000,11.48,0.07,10,704,0,0
31,1,41905,7,0,15000,9.88,0.36,6,603,0,1
27,0,132781,5,2,4800,7.74,0.04,7,644,1,0
28,0,132878,6,2,12000,8.94,0.09,10,607,0,0
29,1,43086,4,0,15000,7.9,0.35,10,666,0,1
31,0,132997,11,2,5000,14.96,0.04,9,706,0,0
34,1,43221,15,0,15000,10.99,0.35,10,690,0,1
29,0,133041,7,2,15000,8.94,0.11,7,690,0,0
31,0,43243,6,0,15000,13.11,0.35,9,624,0,1
31,0,132871,11,2,6000,7.4,0.05,6,671,0,0
29,1,43037,7,0,15000,13.22,0.35,5,521,0,1
28,0,132959,7,2,15000,16.32,0.11,5,593,1,0
28,0,133077,4,2,5000,9.63,0.04,9,662,0,0
29,1,101254,6,2,5000,16.95,0.05,6,643,0,1
32,0,118907,9,2,15000,10.95,0.13,5,579,0,1
35,1,132980,14,2,4000,13.79,0.03,6,667,0,0
29,0,37021,7,0,15000,16.4,0.41,10,637,0,1
34,0,133196,11,2,6000,9.45,0.05,6,667,0,0
31,1,132891,6,2,6000,9.51,0.05,9,570,1,0
27,1,132641,5,2,2500,8.07,0.02,6,586,1,0
28,1,132884,7,2,15000,11.01,0.11,6,651,1,0
29,1,133050,11,2,12000,10.36,0.09,6,600,0,0
27,0,132625,0,2,25000,12.73,0.19,6,660,0,0
33,0,133060,12,2,12000,11.01,0.09,7,684,0,0
28,1,133181,3,2,18000,12.17,0.14,10,654,0,0
28,0,36928,5,0,15000,15.95,0.41,7,631,0,1
33,0,44629,10,0,15000,11.14,0.34,10,662,0,1
32,1,45249,10,0,15000,9.62,0.33,10,617,0,1
32,0,134038,12,2,10400,9.91,0.08,6,687,1,0
32,0,44927,10,0,15000,10.62,0.33,8,671,0,1
31,1,133855,11,2,5150,6.62,0.04,6,645,1,0
29,1,45695,5,0,15000,6.03,0.33,10,691,0,1
27,1,45923,5,0,15000,7.9,0.33,8,684,0,1
30,0,46045,7,0,15000,13.06,0.33,7,676,0,1
30,1,34543,9,1,14400,12.18,0.42,5,714,0,0
29,1,135052,5,2,5000,14.27,0.04,6,687,0,0
29,0,46632,7,0,15000,6.91,0.32,8,556,0,1
34,1,135525,9,2,3000,7.74,0.02,10,595,1,0
27,1,46635,4,0,15000,12.73,0.32,10,669,0,1
33,1,46445,12,0,15000,6.17,0.32,9,600,0,1
27,0,135448,4,2,15000,13.49,0.11,8,732,1,0
30,1,135063,10,1,12000,11.01,0.09,10,633,1,0
30,0,135450,10,2,8000,16.02,0.06,10,627,0,0
32,0,135491,10,2,14000,9.63,0.1,9,566,0,0
28,1,121251,6,2,25000,11.01,0.21,6,569,0,1
27,0,135763,6,2,8000,6.17,0.06,8,659,1,0
28,0,135215,7,2,15000,11.12,0.11,7,664,0,0
29,1,135474,11,2,25000,14.61,0.18,5,669,0,0
27,1,135781,4,2,13000,13.57,0.1,10,537,0,0
34,1,135394,10,2,12800,8.94,0.09,6,657,0,0
27,1,49019,4,0,15000,6.91,0.31,10,607,0,1
28,1,135623,5,2,6800,5.79,0.05,5,667,1,0
34,1,49006,9,0,15000,11.01,0.31,6,598,0,1
32,0,135702,9,2,6000,5.42,0.04,10,688,0,0
33,0,49162,11,0,15000,9.88,0.31,5,700,0,1
27,1,136165,3,2,10400,15.62,0.08,6,574,1,0
29,0,135647,9,2,3000,13.35,0.02,10,600,1,0
27,0,42006,3,0,15000,16.35,0.36,10,649,0,1
27,0,136130,5,2,24000,11.01,0.18,7,592,0,0
33,0,136042,12,1,5000,12.69,0.04,5,660,0,0
27,0,136498,6,2,19000,16.35,0.14,10,663,1,0
29,0,136523,7,2,8000,7.49,0.06,8,670,0,0
32,1,49446,11,0,15000,11.71,0.3,8,662,0,1
28,0,49234,5,0,15000,7.88,0.3,5,511,0,1
27,1,136301,6,2,6425,6.03,0.05,7,665,1,0
33,1,136326,10,2,5000,13.49,0.04,9,577,1,0
28,0,34295,6,1,6000,8.9,0.17,8,606,0,0
27,1,50390,6,0,15000,8.49,0.3,8,588,0,1
27,0,50090,7,0,15000,11.48,0.3,8,580,0,1
27,1,44152,6,0,15000,16.77,0.34,9,684,0,1
32,0,136577,11,2,15000,15.68,0.11,5,644,0,0
32,1,136743,9,2,5000,11.01,0.04,6,630,1,0
27,0,136812,4,2,15000,8.94,0.11,8,682,1,0
28,0,136853,6,2,18000,12.99,0.13,6,665,0,0
29,0,51296,8,0,15000,10.99,0.29,9,572,0,1
27,1,137264,6,1,2100,11.99,0.02,7,587,1,0
34,0,137558,12,1,3000,6.39,0.02,8,593,1,0
27,0,137630,3,2,7500,8.63,0.05,10,634,1,0
33,1,138202,9,2,16000,16.77,0.12,5,724,0,0
34,1,122786,13,2,7200,13.49,0.06,5,612,0,1
28,1,137879,8,2,8000,18.64,0.06,10,635,1,0
30,0,137892,10,2,7200,6.03,0.05,8,593,0,0
28,0,137487,2,2,12000,11.01,0.09,5,682,1,0
28,0,137940,4,2,26000,8.49,0.19,5,647,1,0
30,1,137795,6,2,9975,5.42,0.07,10,635,0,0
28,0,33919,7,1,2000,11.12,0.06,8,562,1,0
35,1,137682,12,2,7000,11.49,0.05,10,620,1,0
27,1,137875,4,2,20000,13.06,0.15,8,715,0,0
32,0,33980,8,1,5000,14.59,0.15,10,596,1,0
29,0,137487,9,2,14000,11.01,0.1,6,620,0,0
32,0,104801,7,2,20000,14.74,0.19,9,688,0,1
33,0,137596,9,2,21000,13.16,0.15,9,690,1,0
28,1,138178,9,2,12000,7.29,0.09,6,621,0,0
33,0,138059,10,2,20000,13.48,0.14,5,741,0,0
30,1,138203,7,2,8000,8.94,0.06,7,606,1,0
29,1,51781,8,0,15000,7.88,0.29,7,583,0,1
33,0,138903,13,2,7450,11.71,0.05,5,737,1,0
31,0,139123,8,2,15000,6.92,0.11,8,643,1,0
32,1,124941,12,2,33000,18.64,0.26,6,712,0,1
30,1,52326,5,0,15000,11.01,0.29,8,656,0,1
33,1,138906,10,2,14000,6.03,0.1,8,634,1,0
28,1,139043,3,2,22000,7.51,0.16,7,625,1,0
27,0,138978,4,2,14400,12.69,0.1,6,674,0,0
29,1,139429,4,2,22000,12.69,0.16,10,635,1,0
27,0,53690,4,0,15000,11.01,0.28,6,526,0,1
29,1,54109,5,0,15000,11.86,0.28,9,679,0,1
31,1,139111,11,2,10000,12.42,0.07,6,663,1,0
27,1,54037,7,0,15000,11.48,0.28,5,662,0,1
28,1,54021,3,0,15000,11.01,0.28,10,662,0,1
32,0,54167,11,0,15000,16.49,0.28,5,675,0,1
28,0,139345,5,2,5000,7.51,0.04,8,674,0,0
32,0,54129,8,0,15000,7.88,0.28,9,724,0,1
29,0,139250,4,2,5000,6.03,0.04,9,617,1,0
32,0,138765,4,2,7200,7.9,0.05,10,610,0,0
28,1,139252,5,2,18500,11.01,0.13,7,677,0,0
27,0,138976,5,2,1000,5.99,0.01,8,574,1,0
33,1,139198,11,2,16800,5.42,0.12,6,588,1,0
28,1,139147,5,2,28000,11.01,0.2,5,674,0,0
28,0,138875,4,2,18000,10.59,0.13,10,643,1,0
33,1,139205,11,2,10500,13.49,0.08,9,572,1,0
27,1,138831,6,2,5000,8.49,0.04,6,699,1,0
28,0,138866,5,2,25000,7.49,0.18,6,568,1,0
29,0,138712,8,2,22000,15.23,0.16,7,638,1,0
29,1,138939,7,2,8100,16.49,0.06,10,690,1,0
27,1,138778,4,2,5000,11.01,0.04,5,689,1,0
29,1,138867,5,1,35000,15.28,0.25,5,601,0,0
29,0,138785,9,2,5600,13.43,0.04,8,692,0,0
28,1,138858,5,2,4500,12.68,0.03,7,672,1,0
27,1,139305,5,2,12000,7.29,0.09,6,659,1,0
28,0,124160,6,2,20000,14.17,0.16,9,647,0,1
28,1,138960,4,2,18000,10.37,0.13,7,733,1,0
27,0,138844,3,2,24000,11.01,0.17,7,553,1,0
35,0,54864,13,0,15000,11.01,0.27,8,639,0,1
33,0,47897,12,0,15000,17.56,0.31,5,533,0,1
34,0,138749,10,2,6000,5.79,0.04,9,694,1,0
31,1,138817,5,2,6500,13.98,0.05,9,643,1,0
27,0,139037,2,2,8000,7.51,0.06,7,686,1,0
33,0,139081,12,2,25000,11.86,0.18,8,635,1,0
